,comment_count,dislike_count,duration,like_count,live,title,view_count,publish_hour,publish_day,publish_month,publish_date,days_after_last_video,title_length,description_length,tag_count
954,405,17,305,1323,0,"2011 15"" Core i7 MacBook Pro Upgrade Part 1: 8GB RAM, 120GB SSD & SL Install (How To)",207665,21,3,3,2011-03-03,1,85,1149,33
953,35,8,156,93,0,Little Big Planet 2 Review,6063,21,4,3,2011-03-04,1,26,410,16
952,121,9,153,310,0,"2011 MacBook Pro Upgrade Part 2: OWC SSD Speed Test, Bootup & Benchmarks",73580,21,5,3,2011-03-05,1,72,651,32
951,36,5,96,98,0,Unboxing: Universal Audio UAD-2 Satellite Quad,15962,0,0,3,2011-03-07,2,46,461,34
950,327,56,124,1932,0, iPad 2 Unboxing (HD),162830,2,2,3,2011-03-09,2,22,814,38
949,105,8,74,221,0,Kitteh + iPad 2 HD Camera Quality Test! (Edited in iMovie for iPad),30510,22,2,3,2011-03-09,0,67,67,18
948,361,297,150,358,0,iPad 2: Black vs White,174661,2,4,3,2011-03-11,2,22,634,15
947,171,28,149,269,0,Gaming on the iPad 2.,152696,4,5,3,2011-03-12,1,21,410,15
946,110,15,109,224,0,iPad 2 HDMI Gaming on a 46 Inch HDTV! (Video Mirroring Demo),78474,6,5,3,2011-03-12,0,60,605,16
945,55,6,114,159,0,iPad 2: How to Setup & Record w/ Blue Snowball or Snowflake in Garageband!,52566,8,5,3,2011-03-12,0,74,891,21
944,42,9,94,117,0,iPad 2: Facetime Demo,23545,19,5,3,2011-03-12,0,21,556,24
943,1688,312,299,5567,0, iPad 2 Review (HD),2082939,2,6,3,2011-03-13,1,20,881,51
942,38,7,87,82,0,Unboxing: iRig Mic (IK Multimedia),21746,22,6,3,2011-03-13,0,34,1523,30
941,63,19,78,213,0,iRig Mic & VocaLive: Vocal + Guitar Demo (IK Multimedia),63195,0,0,3,2011-03-14,1,56,553,37
940,157,38,79,244,0,Griffin Elevator MacBook Pro Stand: Unboxing and Setup,29717,0,2,3,2011-03-16,2,54,714,27
939,29,8,198,83,0,Killzone 3 Review,4821,19,2,3,2011-03-16,0,17,414,16
938,125,75,334,493,0,"Review: iRig Mic & VocaLive for iPhone, iPad & iPod Touch",150494,23,2,3,2011-03-16,0,57,1943,30
936,165,16,111,187,0,1 Year on YouTube! Q&A: Ask Me Anything!,8690,23,1,3,2011-03-22,6,40,614,23
937,32,9,88,75,0,Crysis 2: First impressions,5887,0,1,3,2011-03-22,0,27,440,22
935,136,8,129,261,0,New 2011 iMacs Coming Soon!,28192,21,2,3,2011-03-23,1,27,737,42
934,95,22,100,217,0,BEST. NINTENDO 3DS. UNBOXING. EVARR!,26211,23,2,3,2011-03-23,0,36,726,22
933,93,28,149,195,0,Nintendo 3DS Hands-On Demo: AR Cards,69967,2,4,3,2011-03-25,2,36,570,15
932,102,9,333,240,0,TLD Behind the Scenes: Nintendo 3DS Unboxing,14531,19,4,3,2011-03-25,0,44,758,15
931,83,6,153,128,0,Street Fighter 4: 3D Edition Review (Nintendo 3DS),23048,10,6,3,2011-03-27,2,50,763,17
930,204,104,74,602,0,27-Inch Apple Cinema Display Unboxing & Setup!,98589,11,6,3,2011-03-27,0,46,469,20
929,61,5,191,140,0,Crysis 2: Review (Official),7262,15,6,3,2011-03-27,0,27,376,14
928,105,23,80,395,0,Silver iPhone 4: Hands On!,30092,23,6,3,2011-03-27,0,26,491,23
927,72,13,164,129,0,Nintendo 3DS: Review (USA),9732,1,4,4,2011-04-01,5,26,391,22
926,141,14,152,249,0,New Final Cut Pro X: First Look & Overview,34635,22,5,4,2011-04-02,1,42,1064,39
925,149,35,79,119,0,Wii HD: Coming Soon???,12986,16,1,4,2011-04-05,3,22,490,20
924,88,22,68,240,0,Mortal Kombat Kollector's Edition Unboxing,55424,23,6,4,2011-04-10,5,42,571,21
923,36,4,84,70,0,Mortal Kombat (2011) : 1st Impressions,8262,7,2,4,2011-04-13,3,38,539,18
922,32,11,80,121,0,Portal 2 : 1st Impressions,5651,2,5,4,2011-04-16,3,26,422,11
921,14,4,142,75,0,Might and Magic: Clash of Heroes HD Review,21025,18,1,4,2011-04-19,3,42,505,15
920,44,10,196,134,0,Portal 2 Review,6596,23,1,4,2011-04-19,0,15,517,18
919,40,13,188,88,0,Final Fantasy IV Complete (PSP) : Review,18901,3,2,4,2011-04-20,1,40,514,16
918,160,13,198,261,0,New Thunderbolt 2011 iMacs! First Look & Breakdown,39621,22,2,4,2011-04-20,0,50,1009,24
917,276,32,106,488,0,New May 2011 Quad-Core iMac Unboxing & Setup!,73322,20,6,4,2011-04-24,4,45,667,24
916,91,13,47,166,0,New 2011 iMac: Facetime HD 720P Video Quality Test,28978,3,0,5,2011-05-02,8,50,682,17
915,163,10,103,203,0,2011 Quad-Core iMac Benchmarked: Geekbench (Core i7 3.4GHz),37082,14,1,5,2011-05-03,1,59,848,20
914,149,7,187,206,0,2011 Quad-Core iMac Gaming: Portal 2,42359,22,1,5,2011-05-03,0,36,747,23
913,138,14,388,159,0,2011 Quad-Core iMac Speed Test: Final Cut Pro 7,23994,23,1,5,2011-05-03,0,47,877,30
912,135,17,70,177,0,iPod Nano 7G Pictures Leaked? Rear Facing Camera?,24161,0,2,5,2011-05-04,1,49,987,20
911,122,20,233,229,0,Unboxing: Derrick Rose MVP Edition Skullcandy Aviator Headphones,36972,1,4,5,2011-05-06,2,64,873,27
910,60,14,227,115,0,Brink Review,9615,23,5,5,2011-05-07,1,12,416,3
909,193,29,88,419,0,Samson Meteor Mic: Sound Quality Demo & Overview,117570,20,1,5,2011-05-10,3,48,612,27
908,107,10,164,168,0,Quad-Core MacBook Pro vs Quad-Core iMac: Photoshop CS5 Speedtest,24979,22,4,5,2011-05-13,3,64,1033,31
907,185,55,71,790,0,Apple Store 2.0: Your favorite store just got better.,24782,16,5,5,2011-05-14,1,53,679,31
906,84,14,68,101,0,Mac Wars: Quad-Core iMac vs Quad-Core MacBook Pro Bootup,12362,15,0,5,2011-05-16,2,56,1102,51
905,61,21,160,110,0,L.A. Noire: Review,8046,16,5,5,2011-05-21,5,18,410,21
904,24,9,37,48,0,SoldierKnowsBest vs TLD! NBA 2K11 Bulls vs Heat Playoff Battle!,6543,1,0,5,2011-05-23,2,63,777,40
903,73,30,51,126,0,2011 Quad-Core iMac + OCZ Vertex 3 120GB SSD Bootup Speedtest!,46734,22,0,5,2011-05-23,0,62,769,25
902,126,15,87,233,0,My Hair is RED! Lost a bet to SoldierKnowsBest! (Go Bulls),16664,3,1,5,2011-05-24,1,58,440,25
901,117,19,125,466,0,Review: Mobee Magic Charger for Apple Magic Mouse,81696,20,3,5,2011-05-26,2,49,1269,27
900,91,17,162,199,0,"2011 iMac Upgrade: OCZ 120GB Vertex 3 SSD Setup, Overview & Benchmarks",52825,21,4,5,2011-05-27,1,70,818,17
899,61,23,263,97,0,E3 2011 : Microsoft Press Conference Wrap Up,12309,22,6,5,2011-05-29,2,44,432,17
898,128,48,195,518,0,iCloud: What it is and What it does :),209401,23,0,5,2011-05-30,1,38,1099,24
897,76,4,166,122,0,iTunes in the Cloud: Hands-On Demo (Beta),24226,21,2,6,2011-06-01,2,41,509,27
896,92,36,227,160,0,PS Vita Announced! E3 2011 : Sony Press Conference Recap,26535,20,0,6,2011-06-06,5,56,570,18
895,139,25,179,359,0,OS X Lion: Top 10 Features in Under 3 Minutes,92054,21,0,6,2011-06-06,0,45,2646,41
894,103,24,368,149,0,Wii U Announced!! E3 2011 : Nintendo Press Conference Recap,12141,1,1,6,2011-06-07,1,59,633,24
893,33,3,111,91,0,Infamous 2 : First Impressions,6331,3,1,6,2011-06-07,0,30,503,10
892,194,48,112,664,0,iOS 5: Hidden Features,166712,19,1,6,2011-06-07,0,22,889,31
891,37,10,115,90,0,Apogee JAM Unboxing & Hands-On,23133,20,1,6,2011-06-07,0,30,660,23
890,57,10,231,166,0,Final Cut Pro X is Here! TLD First Look & Demo,17551,23,1,6,2011-06-07,0,46,768,32
889,109,7,193,152,0,Final Cut Pro X Speedtest: 1080P Export & Walkthrough,22423,17,3,6,2011-06-09,2,53,53,23
888,222,40,107,1273,0,Final Cut Pro X Tutorial: How To Sync External Audio Automatically,198858,22,2,6,2011-06-15,6,66,802,23
887,16,2,122,37,0,Dungeon Siege 3 : First Impressions,2512,16,1,6,2011-06-21,6,35,566,5
886,117,11,228,486,0,Final Cut Pro X How To: Custom Export Settings Using Compressor,70411,17,1,6,2011-06-21,0,63,851,21
885,32,17,281,107,0,Duke Nukem Forever : Review...Hail to the King Baby??,5175,20,1,6,2011-06-21,0,53,528,10
884,94,7,157,261,0,Mac Mashup: 16 Core Mac Pro?! MacBook Air Refresh & Final Cut Pro X,16783,23,1,6,2011-06-21,0,67,604,26
882,46,12,202,105,0,The Legend of Zelda : Ocarina of Time 3D - Review,5669,21,2,6,2011-06-22,1,49,566,12
883,36,6,243,131,0,Alice Madness Returns : Review,8207,1,2,6,2011-06-22,0,30,542,14
881,54,9,262,246,0,Final Cut Pro X 101: Recording a Voice Over + Advanced Key Command Tutorial,26156,18,4,6,2011-06-24,2,75,843,29
880,83,52,242,908,0,"""Film Effect"": Final Cut Pro X Tutorial by FinalCutKing",181877,22,4,6,2011-06-24,0,55,910,22
879,64,10,151,309,0,Review: Logitech Keyboard Case by Zagg for iPad 2,73894,23,0,6,2011-06-27,3,49,586,18
878,54,14,378,154,0,iRig Mic Contest Winners! + Bonus Prizes,8923,22,1,6,2011-06-28,1,40,1875,14
877,77,8,190,237,0,Facebook's Awesome Announcement: Skype Video Chat Demo w/SoldierKnowsBest,22054,20,3,6,2011-06-30,2,73,716,21
876,172,24,113,267,0,iPad HD: Coming Later This Year?,26237,0,5,7,2011-07-02,2,32,576,22
875,74,11,79,158,0,Manfrotto 701HDV Fluid Head: Test Footage (Canon 60D),22899,0,2,7,2011-07-06,4,53,588,25
874,139,15,105,504,0,2011  MacBook Air Unboxing!,51167,19,2,7,2011-07-06,0,28,607,28
873,125,16,157,357,0,"New 11"" MacBook Air: 1st Bootup & Setup (July 2011)",35953,3,5,7,2011-07-09,3,51,505,29
872,117,14,95,217,0,2011 MacBook Air Core i5 1.6GHz Benchmarked,30102,5,2,7,2011-07-13,4,43,568,22
871,182,61,116,1251,0,How To: 2011 MacBook Air to iMac as an External Display,251222,1,3,7,2011-07-21,8,55,498,26
870,232,13,204,399,0,New Mac Mini i5 Unboxing! (July 2011),43175,2,3,7,2011-07-21,0,37,221,25
869,154,25,372,396,0,Final Cut Pro X Running on 2011 MacBook Air + Speedtest,78776,3,3,7,2011-07-21,0,55,604,24
868,146,12,88,249,0,Gaming on the 2011 MacBook Air.,53786,16,3,7,2011-07-21,0,31,218,22
865,506,46,281,1963,0,"11"" Apple MacBook Air Review (2011)",262326,23,4,7,2011-07-22,1,35,603,38
866,102,5,51,295,0,"MacBook Air Showdown: 11"" vs 13"" Bootup Speedtest (July 2011)",43310,2,4,7,2011-07-22,0,61,61,34
867,419,19,119,594,0,Some 2011 MacBook Airs Slower Than Others! How To Check SSD Model,168524,0,4,7,2011-07-22,0,65,694,32
864,67,12,327,139,0,Catherine : Review (Xbox 360/PS3),8026,2,0,7,2011-07-25,3,33,302,14
863,276,22,169,244,0,Gaming on Core i5 Mac Mini (July 2011),46419,17,2,7,2011-07-27,2,38,369,26
862,55,6,190,155,0,From Dust : Review,7382,1,5,7,2011-07-30,3,18,379,9
861,329,35,284,1243,0,"2011 11"" vs 13"" MacBook Air Review & Comparison + Benchmarks",148740,23,0,8,2011-08-01,2,60,163,38
860,196,20,133,744,0,Review: Twelve South BookBook for iPhone 4,81128,2,1,8,2011-08-02,1,42,379,14
859,147,19,171,244,0,Review: Monster Miles Davis Tribute In-Ear Headphones,20783,20,2,8,2011-08-03,1,53,561,31
858,292,21,161,1420,0,"MacBook Air Wars: 13"" Core i5 vs Core i7 Review & Benchmarks (2011)",75553,2,5,8,2011-08-06,3,67,366,41
857,152,17,172,976,0,DIY Ultimate Vlogging Rig: Canon ELPH 300 HS + Zoom H1,42129,0,5,8,2011-08-13,7,54,531,29
856,188,51,145,328,0,Call of Duty MW3 Console & Hardened Edition: First Look,60287,1,2,8,2011-08-17,4,55,983,29
855,44,5,129,153,0,Dead Island : First Impressions,7522,21,3,8,2011-08-18,1,31,390,12
854,31,3,91,78,0,"Warhammer 40,000 Space Marine : First Impressions",4283,19,3,9,2011-09-01,14,49,480,22
853,70,11,89,334,0,Unboxing: Logitech K750 for Mac Wireless Solar Keyboard (Black),30979,3,5,9,2011-09-03,2,63,279,19
852,46,3,368,117,0,Deus Ex Human Revolution - Review,5663,21,1,9,2011-09-06,3,33,409,16
851,67,7,172,113,0,Starfox 3DS : Review,7674,1,2,9,2011-09-07,1,20,293,15
850,632,64,217,1831,0,Zoom H1 vs Tascam DR-05: Audio Shootout & Comparison,250970,0,3,9,2011-09-08,1,52,337,24
849,237,36,348,616,0,How To: Install Windows 8 on Mac using Parallels 7,129593,20,3,9,2011-09-08,0,50,342,20
848,350,39,192,1005,0,Apple Thunderbolt Display Unboxing (2011),70470,1,6,9,2011-09-11,3,41,444,18
847,41,10,95,222,0,EPIC Unboxing of Gears of War 3 Epic Edition,7639,22,1,9,2011-09-13,2,44,488,20
846,27,9,82,116,0,Gears of War 3 : First Impressions,6033,17,6,9,2011-09-18,5,34,474,17
842,656,124,282,3328,0,Apple Thunderbolt Display Review (with Setup & Demo),574847,19,1,9,2011-09-20,2,52,249,26
843,147,6,144,266,0,LaCie Little Big Disk Thunderbolt is Noisy!! (Demo & Speedtest),38477,12,1,9,2011-09-20,0,63,380,18
845,97,18,388,99,0,NBA 2k12 Demo & First Look: Lebron vs Dirk NBA Finals Rematch,11621,0,1,9,2011-09-20,0,61,492,20
844,113,14,202,375,0,LaCie Little Big Disk 1TB Thunderbolt Hard Drive Unboxing & Hands-On!,33448,11,1,9,2011-09-20,0,69,221,22
841,182,24,170,481,0,Late 2011 MacBook Pro Refresh? (Thunderbolt Display FaceTime Camera Test),30995,22,2,9,2011-09-21,1,73,315,19
840,197,53,142,904,0,New iPhone 5 announced Oct. 4th: Introducing the iPhone 4S!,58761,1,3,9,2011-09-22,1,59,235,22
839,30,3,316,100,0,Warhammer 40K Space Marine : Review,5150,0,4,9,2011-09-23,1,35,471,17
838,88,32,77,632,0,Amazon Kindle Fire: First Look,27046,21,5,9,2011-09-24,1,30,291,22
837,54,24,371,207,0,Dead Island Game Review (Xbox 360),31634,20,1,9,2011-09-27,3,34,341,14
835,187,30,183,445,0,Samsung Galaxy S II Unboxing & Hands-On (International),17597,20,2,9,2011-09-28,1,55,117,30
836,97,11,75,149,0,Battlefield 3 Open Beta First Look,10212,0,2,9,2011-09-28,0,34,510,18
834,67,19,212,134,0,Gears of War 3: Review,5563,0,4,9,2011-09-30,2,22,325,16
833,54,12,156,123,0,AT&T Galaxy S II Unboxing & International Comparison,9709,1,5,10,2011-10-01,1,52,143,16
832,78,8,105,165,0,Security Flaw still present on AT&T Samsung Galaxy S II Retail Version,12094,2,6,10,2011-10-02,1,70,452,16
831,160,17,126,151,0,Interactive iPhone 5/4S Event Predictions,15739,15,6,10,2011-10-02,0,41,251,14
830,33,11,149,95,0,"NBA 2K12 First Look & Gameplay: D-Rose, Michael Jordan & Magic Johnson!",37292,23,6,10,2011-10-02,0,71,476,24
829,268,13,151,308,0,Apple's New iPhone 4S: First Look (No iPhone 5),29243,0,0,10,2011-10-03,1,47,117,41
824,15,4,85,68,0,Dark Souls : Gameplay and First Impressions,3694,22,1,10,2011-10-04,1,43,402,16
825,601,80,114,1530,0,RIP Steve Jobs: My Thoughts & Thank You,55457,21,1,10,2011-10-04,0,39,296,11
827,112,13,74,370,0,Verizon & Sprint iPhone 4S Customers Screwed Out of Faster Speeds?,25410,17,1,10,2011-10-04,0,66,87,19
826,17,6,81,84,0,Rage: First Gameplay & Impressions,4772,19,1,10,2011-10-04,0,34,363,19
828,131,17,99,200,0,New White iPod Touch and iPod Nano: First Look & Pricing (Fall 2011),36202,4,1,10,2011-10-04,0,68,472,29
823,256,36,75,1898,0,Remembering Steve Jobs (Tribute),51643,19,2,10,2011-10-05,1,32,319,11
822,679,192,135,2016,0,iPhone 4S Arrives Early: Destroys Galaxy S II + Siri Hands-On Demo,75636,0,3,10,2011-10-06,1,66,483,28
821,494,81,98,2450,0,Epic White  iPod Touch 4G Unboxing (2011 Refresh),157034,19,3,10,2011-10-06,0,50,375,34
820,59,14,86,505,0,iOS5 Wireless Airplay Gaming: Real Racing 2 HD How-To & Demo,36385,1,4,10,2011-10-07,1,60,136,20
819,627,117,72,5889,0,iPhone 4S (teve) Unboxing,94737,1,2,10,2011-10-12,5,25,384,41
818,263,29,145,718,0,iPhone 4S: 1080P Video Quality Test (Kitteh Edition),47616,2,3,10,2011-10-13,1,52,359,19
817,203,24,112,402,0,iPhone 4S: 8 Megapixel Camera Test & Picture Montage,44011,3,4,10,2011-10-14,1,52,586,22
816,39,15,44,129,0,Doggy Peekaboo - iPhone 4S 1080P Outdoor Video Test,8490,19,4,10,2011-10-14,0,51,233,26
815,55,5,99,213,0,Batman Arkham City Collector's Edition Unboxing,14298,0,5,10,2011-10-15,1,47,348,13
814,31,3,78,149,0,Batman Arkham City: First Impressions and Gameplay,6964,1,6,10,2011-10-16,1,50,491,18
813,167,66,277,486,0,Samsung Galaxy Nexus & Android 4.0 ICS: Overview & Impressions,30333,19,6,10,2011-10-16,0,62,742,38
812,67,22,351,275,0,Rage Game Review (Xbox 360),65354,9,1,10,2011-10-18,2,27,383,12
811,712,93,520,5132,0,"iPhone 4S Review - Siri, You Son of a.....",261318,20,1,10,2011-10-18,0,42,1498,41
810,125,20,226,416,0,New Faster MacBook Pros: Late 2011 Refresh Overview,28889,9,2,10,2011-10-19,1,51,786,33
809,30,7,338,119,0,Dark Souls : Review (Xbox360),8069,20,4,10,2011-10-21,2,29,373,16
808,79,15,89,174,0,Battlefield 3: First Impressions and Gameplay (Xbox 360),12990,1,6,10,2011-10-23,2,56,538,25
807,18,7,71,80,0,Kirby Return To Dreamland : First Impressions and Gameplay,4200,12,0,10,2011-10-24,1,58,520,19
806,44,10,269,199,0,Batman Arkham City: Game Review (Xbox 360),26075,23,0,10,2011-10-24,0,42,433,35
805,292,26,156,1166,0,Unboxing: Late 2011 Quad-Core MacBook Pro,36626,10,1,10,2011-10-25,1,41,551,23
804,789,64,218,925,0,Battlefield 3 Running on a Quad-Core MacBook Pro (Late 2011),103989,0,2,10,2011-10-26,1,60,708,33
803,81,16,87,303,0,Uncharted 3 Collector's Edition Unboxing,31100,14,2,10,2011-10-26,0,40,635,22
802,42,5,83,150,0,Uncharted 3: First Impressions & Gameplay,8113,1,3,10,2011-10-27,1,41,652,26
801,105,28,356,271,0,Battlefield 3: Review & Gameplay (Xbox 360),32007,11,4,10,2011-10-28,1,43,565,33
800,188,39,91,945,0,Grand Theft Auto V Trailer: First Impressions,32033,7,1,11,2011-11-01,4,45,688,26
799,449,51,182,3745,0,Fastest MacBook Pro on The Planet Upgrade Part 1: Overview & Memory Install,163084,10,1,11,2011-11-01,0,75,752,41
798,48,9,236,143,0,Kirby: Return to Dreamland | Review & Gameplay,8753,19,1,11,2011-11-01,0,46,579,19
797,83,23,92,313,0,iOS App of the Week: Zombieville USA 2 (iPhone & iPod Touch),21711,20,2,11,2011-11-02,1,60,692,23
796,52,9,252,320,0,Uncharted 3: Review & Gameplay,9094,16,3,11,2011-11-03,1,30,492,24
795,142,37,148,800,0,New Motorola MOTOACTV Unboxing & Hands-On,26265,17,5,11,2011-11-05,2,41,463,27
794,161,28,106,541,0,NOOK Tablet: First Impressions - Kindle Fire Killer?,26012,19,5,11,2011-11-05,0,52,2350,23
793,103,12,185,354,0,Call of Duty MW3: TLD Midnight Launch,17378,21,6,11,2011-11-06,1,37,417,27
791,86,14,113,318,0,Call of Duty MW3 : Campaign & Online Multiplayer Gameplay | First Impressions,17697,23,0,11,2011-11-07,1,77,732,37
792,59,10,91,263,0,COD Modern Warfare 3 Hardened Edition: Unboxing & Review,22888,5,0,11,2011-11-07,0,56,474,18
788,77,16,129,373,0,Skyrim Collector's Edition Unboxing: The Elder Scrolls V,18103,13,1,11,2011-11-08,1,56,687,30
790,102,32,126,200,0,iOS App of the Week: Junk Jack (iPhone & iPod Touch),20140,9,1,11,2011-11-08,0,52,634,27
789,124,18,159,662,0,Review: HornetTek Vader Case for iPhone 4S,31745,11,1,11,2011-11-08,0,42,500,21
787,40,10,127,244,0,The Elder Scrolls V: Skyrim | First Impressions & Gameplay,9325,17,3,11,2011-11-10,2,58,527,20
785,148,50,237,669,0,Call of Duty: Modern Warfare 3 Review - Worth Picking Up?,14573,11,4,11,2011-11-11,1,57,623,19
784,36,13,112,506,0,Assassin's Creed Revelations: First Impressions & Gameplay,10728,14,4,11,2011-11-11,0,58,565,16
786,151,118,106,845,0,Galaxy Nexus ICS FAIL & Mind Controlled Siri Hack,25143,5,4,11,2011-11-11,0,49,538,26
783,79,20,84,355,0,Saints Row The Third: Platinum Pack Unboxing,27173,0,6,11,2011-11-13,2,44,606,15
782,92,26,74,486,0,Unboxing: Amazon Kindle Fire Tablet,35373,19,0,11,2011-11-14,1,35,556,20
781,36,7,75,265,0,Saints Row: The Third - First Hour Impressions & Gameplay,7999,11,1,11,2011-11-15,1,57,440,21
780,65,24,123,391,0,iOS App of the Week: Amazing Breaker (Review),11138,20,1,11,2011-11-15,0,45,531,25
779,60,6,128,326,0,"New B&N Nook Tablet: Unboxing, Tour & Demo",16521,4,2,11,2011-11-16,1,42,459,20
778,67,13,406,312,0,The Elder Scrolls V: Skyrim | Review & Gameplay,16094,18,2,11,2011-11-16,0,47,535,18
777,171,58,179,1378,0,"MW3 Record Breaking $775M Sales, Kindle Fire vs Nook Tablet & iTunes Match is here!",19917,21,3,11,2011-11-17,1,83,666,40
776,67,10,80,172,0,Legend of Zelda - Skyward Sword | Wiimote Plus Bundle Unboxing,12112,2,4,11,2011-11-18,1,62,641,12
775,30,7,103,158,0,Legend of Zelda - Skyward Sword | First Impressions & Gameplay,6820,3,5,11,2011-11-19,1,62,582,16
774,549,61,292,3113,0,Fastest MacBook Pro on the Planet Part 2: Hard Drive to SSD Swap & 16GB RAM,227502,17,5,11,2011-11-19,0,75,586,48
772,43,11,181,229,0,Halo: Combat Evolved Anniversary - Review & Gameplay,11066,13,6,11,2011-11-20,1,52,495,15
773,198,22,130,1278,0,MacBook Pro: OCZ 120GB Vertex 3 SSD vs 7200 RPM HD - Speedtest & Bootup,58578,10,6,11,2011-11-20,0,71,408,26
771,165,11,178,425,0,Black Friday 2011: Awesome Apple & Tech Deals!,22092,1,0,11,2011-11-21,1,46,743,20
770,47,10,267,258,0,Assassin's Creed Revelations | Review & Gameplay,13417,0,1,11,2011-11-22,1,48,569,17
769,180,37,128,1190,0,Samsung Galaxy Nexus Unboxing,32045,19,2,11,2011-11-23,1,29,257,22
768,152,61,204,1082,0,TLD Top 5 iPhone 4S Apps of the Month (November),142393,1,4,11,2011-11-25,2,48,833,36
767,169,20,81,506,0,Galaxy Nexus: 1080P Video Quality Test,22962,17,4,11,2011-11-25,0,38,492,25
766,151,9,165,356,0,iTether: Internet Tethering for iPhone *NOW PULLED :(*,24632,22,4,11,2011-11-25,0,54,637,22
765,692,313,281,1467,0,iPhone 4S vs Galaxy Nexus: 1080P Video Export Speedtest,128533,21,5,11,2011-11-26,1,55,1514,26
764,317,52,500,553,0,"Siri, Meet Cluzee.",35303,0,0,11,2011-11-28,2,18,601,31
763,206,22,112,637,0,Infinity Blade II: iPhone 4S Gaming - INSANE GRAPHICS!,89680,10,1,11,2011-11-29,1,54,288,19
762,48,21,119,238,0,iOS App of The Week: Holiday Havoc (Review),7722,18,1,11,2011-11-29,0,43,477,29
761,197,117,206,1299,0,"iPhone 4 Blows Up, Spotify's HUGE News & Carrier IQ!",33903,10,2,11,2011-11-30,1,52,334,25
760,73,13,272,193,0,Legend of Zelda - Skyward Sword | Review & Gameplay,9637,21,3,12,2011-12-01,1,51,518,17
759,397,28,169,848,0,iPhone 4S vs Galaxy Nexus: Video Camera Shootout & Comparison,51899,1,4,12,2011-12-02,1,61,697,40
758,130,12,181,328,0,Xbox Live Fall 2011 Dashboard Update: Tour & Walkthrough,16256,19,5,12,2011-12-03,1,56,439,15
757,161,29,316,849,0,iPhone 4S Gaming: Batman Arkham City Lockdown,154635,19,6,12,2011-12-04,1,45,473,25
756,66,31,129,326,0,iOS App of The Week: TETRIS (Review),21524,17,0,12,2011-12-05,1,36,461,26
755,197,19,190,1202,0,10 Tech Gifts Under $50: TLD Holiday Gift Guide,36998,6,2,12,2011-12-07,2,47,788,34
754,56,4,241,316,0,Saint's Row The Third - Review & Gameplay,8417,18,3,12,2011-12-08,1,41,447,14
753,154,16,201,1157,0,10 of the Best Tech Gifts Under $100: TLD Holiday Gift Guide,36600,0,4,12,2011-12-09,1,60,913,49
752,120,29,58,387,0,Verizon Galaxy Nexus LTE Speed Test,16628,1,5,12,2011-12-10,1,35,513,25
751,70,15,132,432,0,Verizon LTE Galaxy Nexus Unboxing,12880,0,0,12,2011-12-12,2,33,381,34
750,477,121,246,819,0,iPhone 4S vs Galaxy Nexus: Web Browsing Speed Test & Comparison,54774,0,2,12,2011-12-14,2,63,594,21
749,173,19,218,377,0,10 Must Have Games of 2011: Holiday Buying Guide,16378,22,3,12,2011-12-15,1,48,1102,30
748,351,44,112,690,0,iPad 2 = Bad Holiday Gift?,21443,4,4,12,2011-12-16,1,26,467,13
747,37,7,230,177,0,Rayman Origins: Game Review & Gameplay,10808,0,6,12,2011-12-18,2,38,652,23
746,193,27,107,520,0,Grand Theft Auto 3 Review: iOS App of the Week,22884,17,6,12,2011-12-18,0,46,508,26
745,13794,31,101,3643,0,"Holiday Giveaway! iPod Touch, Samsung Galaxy Player & Powerbag Backpacks!",63486,23,1,12,2011-12-20,2,73,353,21
744,131,53,145,1011,0,Best iPhone Apps & Games of 2011,120787,22,2,12,2011-12-21,1,32,2335,20
743,150,18,166,826,0,Unboxing: House of Marley 'Stir it Up' On-Ear Headphones,28723,3,4,12,2011-12-23,2,56,283,19
742,219,56,274,396,0,TLD Top 5 Games of 2011,15398,18,4,12,2011-12-23,0,23,431,21
741,253,95,65,406,0,Powerbag Apple & Android Pack Winners!,19408,22,1,12,2011-12-27,4,38,349,19
740,753,107,117,3705,0,2012 MacBook Pro,246234,0,3,12,2011-12-29,2,16,1272,27
739,207,56,81,1081,0,iPad 3 Coming Soon: What to Expect,41658,22,5,12,2011-12-31,2,34,1334,29
738,64,5,93,246,0,First Look: iRig Mic Cast by IK Multimedia (Hands-On),25806,1,1,1,2012-01-03,3,53,442,21
737,121,11,84,361,0,Blue Microphones Tiki USB Mic: Hands-On,24415,1,3,1,2012-01-05,2,39,383,21
736,104,14,350,331,0,New LG Google TV: Hands-On Tour & Demo,42334,0,1,1,2012-01-10,5,38,426,29
735,124,11,84,328,0,LG 55-inch 3D OLED TV: First Look & Demo,55049,23,1,1,2012-01-10,0,40,371,20
734,115,8,84,245,0,Hands-On: Turtle Beach Ear Force X32 & X42 Wireless Gaming Headsets,34425,23,1,1,2012-01-10,0,67,514,29
733,66,5,100,183,0,Blue Spark Digital: Studio Microphone for iPad (Hands-On),16007,3,2,1,2012-01-11,1,57,471,20
732,170,17,58,421,0,LG Dual Play: Split Screen Gaming (Demo),59498,5,2,1,2012-01-11,0,40,397,21
731,170,13,83,208,0,First Look: Sennheiser Amperior HD 25 DJ Headphones,32069,10,2,1,2012-01-11,0,51,469,22
730,77,11,80,261,0,OWC MiniStack Max - Bring the Optical Drive Back to Your Mac Mini,21770,18,2,1,2012-01-11,0,65,317,23
