,comment_count,dislike_count,duration,like_count,live,title,view_count,publish_hour,publish_day,publish_month,publish_date,days_after_last_video,title_length,description_length,tag_count
1129,34,13,389,66,0,D3Live: Windows 8,4459,20,4,4,2011-04-15,1,17,741,9
1128,133,16,461,253,0,Persigns Laptop Skins Review,39375,0,6,4,2011-04-17,2,28,307,8
1127,71,8,375,99,0,"Untethered Jailbreak iOS 4.3.2 for iPhone 3GS & 4, iPod touch 3G & 4G and iPad using redsn0w",12170,22,0,4,2011-04-18,1,92,884,17
1126,141,66,151,111,0,iPhone 5 Leaked?,29967,2,1,4,2011-04-19,1,16,594,12
1125,29,5,238,52,0,HTC Inspire 4G Unboxing,4973,16,1,4,2011-04-19,0,23,548,6
1124,37,4,356,43,0,HTC Inspire 4G Overview,10906,20,2,4,2011-04-20,1,23,337,11
1122,98,30,417,114,0,D3Live: iPod touch 5G and iOS 5,33567,21,4,4,2011-04-22,2,31,1113,8
1123,310,85,358,542,0,iPhone App Store vs Android Market,166830,18,4,4,2011-04-22,0,34,416,8
1121,82,9,232,311,0,Game Boy Player Review,24486,17,6,4,2011-04-24,2,22,468,13
1120,126,20,100,230,0,Sony Tablet S & Tablet P (S1 / S2) First Look,81389,21,0,4,2011-04-25,1,45,1308,22
1119,163,3,206,190,0,PSN Hacked! What You Need To Know,11296,5,1,4,2011-04-26,1,33,574,9
1118,23,8,232,55,0,Capture Text With Your Camera: Google Docs for Android Review,9601,21,1,4,2011-04-26,0,61,529,11
1117,348,12,189,388,0,Build a Gaming PC for Under $600 (April 2011),57268,18,2,4,2011-04-27,1,45,1412,12
1116,124,22,273,507,0,Top 5 Free Windows Programs,60596,21,2,4,2011-04-27,0,27,890,28
1115,28,11,31,32,0,D3Live: Sealand,3096,21,3,4,2011-04-28,1,15,523,7
1114,51,11,239,106,0,D3Live: Android 3.1 Ice Cream,8620,20,4,4,2011-04-29,1,29,754,9
1113,100,15,739,149,0,HTC Inspire 4G Review,45348,23,5,4,2011-04-30,1,21,537,16
1112,56,8,95,76,0,New 2011 Sony Ericsson Xperia Mini and Pro,59981,20,6,5,2011-05-01,1,42,590,14
1111,183,13,377,223,0,"Untethered Jailbreak iOS 4.3.3 for iPhone 3GS & 4, iPod touch 3G & 4G and iPad",106094,18,3,5,2011-05-05,4,78,888,19
1110,44,6,565,68,0,D3Live: Jailbreaking FAQ,7781,21,4,5,2011-05-06,1,24,591,19
1109,151,27,380,462,0,Game Boy Camera Review,55661,0,6,5,2011-05-08,2,22,955,10
1108,50,3,127,76,0,Which Video Game Slogan? (Interactive),5499,20,6,5,2011-05-08,0,38,696,9
1107,55,5,94,56,0,Acer Chromebook and Samsung Series 5 First Look,13000,19,1,5,2011-05-10,2,47,283,6
1106,41,2,302,44,0,HP Veer 4G Unboxing,4736,18,2,5,2011-05-11,1,19,635,16
1105,289,31,251,558,0,Get More Clear Hard Drive Space (Windows),45084,20,2,5,2011-05-11,0,41,462,20
1103,28,1,277,50,0,webOS 2.1 on the HP Veer 4G,4983,22,3,5,2011-05-12,1,27,541,14
1104,44,4,292,106,0,What Is Chrome OS?,6755,20,4,5,2011-05-13,1,18,265,5
1102,54,26,509,82,0,D3Live: Android vs iOS vs Windows Phone 7 vs webOS,9845,19,4,5,2011-05-13,0,50,650,15
1101,35,10,245,169,0,HP Veer 4G Review,21919,0,6,5,2011-05-15,2,17,606,20
1100,39,10,172,82,0,Firefox 5 (Aurora 5.0a2) First Look,15778,17,0,5,2011-05-16,1,35,404,14
1099,30,12,247,74,0,Best Smartphone Guide (May 2011),19407,21,1,5,2011-05-17,1,32,737,10
1098,53,7,450,84,0,D3Live: Should You Build a Computer?,4880,21,2,5,2011-05-18,1,36,820,10
1096,33,4,76,39,0,NOOK 2 Simple Touch First Look,9187,21,6,5,2011-05-22,4,30,562,17
1097,63,1,344,92,0,Ask Me! Episode 1,2127,0,6,5,2011-05-22,0,17,345,2
1095,36,3,362,62,0,Google Music Beta vs Amazon Cloud Player,6833,15,1,5,2011-05-24,2,40,570,15
1094,50,11,274,96,0,D3Live: Minecraft Mobile,8620,21,3,5,2011-05-26,2,24,964,13
1093,48,16,67,51,0,Google Nexus 3 Leaked,17641,22,5,5,2011-05-28,2,21,409,8
1092,154,9,551,224,0,New Computer and Setup Tour,14487,19,6,5,2011-05-29,1,27,412,8
1091,32,2,129,45,0,"iCloud, iOS 5 and OS X Lion Official! WWDC 2011",2282,22,0,5,2011-05-30,1,47,382,8
1090,92,10,92,132,0,Windows 8 Tablet OS First Look,18362,16,1,5,2011-05-31,1,30,387,10
1089,94,11,292,179,0,iFaith: Save SHSH Blobs on Any Firmware,67980,0,3,6,2011-06-02,2,39,833,8
1088,53,11,461,70,0,D3Live: PlayStation Vita & Wii 2,7546,23,3,6,2011-06-02,0,32,977,11
1087,118,7,151,94,0,iOS 5 Full Details,13624,23,5,6,2011-06-04,2,18,1019,17
1086,71,4,63,57,0,PSVita Overview,6666,19,0,6,2011-06-06,2,15,793,11
1084,168,48,290,337,0,How to Get iOS 5 Features Now,194137,17,1,6,2011-06-07,1,29,1050,20
1085,90,13,79,141,0,Nintendo Wii U Unveiled,9043,2,1,6,2011-06-07,0,23,330,8
1083,189,17,271,613,0,How To Move Steam Games (Symlinks),48672,21,2,6,2011-06-08,1,34,552,13
1082,69,26,610,61,0,D3Live: Wii U vs PlayStation Move vs Kinect,8824,21,3,6,2011-06-09,1,43,1366,19
1081,31,9,211,61,0,Keychain for iOS Review,16238,22,5,6,2011-06-11,2,23,245,7
1080,50,10,390,75,0,Ask Me! Episode 2,1852,20,6,6,2011-06-12,1,17,151,2
1079,226,9,257,312,0,Build a Gaming PC for Under $1400 (June 2011),35392,22,0,6,2011-06-13,1,45,1530,14
1078,148,59,338,435,0,How To Make A Tutorial,45030,22,2,6,2011-06-15,2,22,305,7
1077,28,5,385,56,0,D3Live: The Future of the OS,3632,22,4,6,2011-06-17,2,28,606,7
1076,106,12,261,196,0,Palm Pixi Plus for $50!,13852,0,6,6,2011-06-19,2,23,294,4
1075,89,11,67,105,0,Firefox 5 Review,19850,18,6,6,2011-06-19,0,16,268,11
1074,12,2,130,41,0,Send Secret Messages with Encipher.it,7973,18,1,6,2011-06-21,2,37,292,7
1073,177,129,504,170,0,D3Live: iPhone 5 and iPod touch 5G,89296,20,2,6,2011-06-22,1,34,1337,14
1072,142,44,86,89,0,New Xbox 720 at E3 2012?,28702,23,5,6,2011-06-25,3,24,549,9
1071,570,245,459,1566,0,Windows Live Movie Maker Video Editing Tutorial,413791,18,0,6,2011-06-27,2,47,624,12
1070,31,3,131,48,0,Proun Review,9018,19,1,6,2011-06-28,1,12,286,4
1069,65,24,115,222,0,Google+ Hangout Group Video Chat Demo,76759,19,2,6,2011-06-29,1,37,564,8
1068,54,4,348,86,0,Google+ Review,11076,6,3,6,2011-06-30,1,14,1327,19
1067,81,5,395,72,0,D3Live: MacBook Air 2011 Refresh,4524,21,3,6,2011-06-30,0,32,794,13
1066,364,135,116,2273,0,Real Life Minecraft Creeper,383274,23,5,7,2011-07-02,2,27,618,14
1065,116,12,112,155,0,"JailbreakMe 3.0 iPad 2, iPhone and iPod touch Jailbreak on iOS 4.3.3",69371,14,0,7,2011-07-04,2,68,472,16
1064,154,16,117,261,0,Browser Test: Chrome 12 vs Firefox 5 vs Internet Explorer 9 vs Opera 11.50 vs Safari 5,26374,10,2,7,2011-07-06,2,86,1159,23
1063,35,4,388,55,0,D3Live: iPad HD,2577,17,4,7,2011-07-08,2,15,841,9
1062,33,2,367,60,0,Ask Me! Episode 3,1157,21,5,7,2011-07-09,1,17,108,2
1061,29,2,98,45,0,HP TouchPad 4G First Look,1769,21,6,7,2011-07-10,1,25,309,8
1060,25,6,117,62,0,Upcoming YouTubers,2663,21,1,7,2011-07-12,2,18,265,8
1059,33,8,285,72,0,HTC Status (Facebook Phone) Unboxing,12484,19,3,7,2011-07-14,2,36,462,14
1058,26,2,391,58,0,"Jailbreak iOS 4.3.4 for iPhone 3GS & 4, iPod touch 3G & 4G and iPad w/ redsn0w 0.9.8b3",15029,18,4,7,2011-07-15,1,86,982,20
1057,30,1,314,46,0,HTC Status Overview,9382,17,6,7,2011-07-17,2,19,361,18
1056,23,7,196,45,0,"OS X 10.7 Lion: Mail 5, Photo Booth and Full Screen",5227,19,0,7,2011-07-18,1,51,564,19
1055,4,0,59,8,0,HTC Status Video Test,725,14,2,7,2011-07-20,2,21,29,5
1054,52,6,631,106,0,HTC Status Review,26576,17,2,7,2011-07-20,0,17,1778,38
1053,147,75,401,762,0,"How To Make Videos: Camera, Lighting and Microphone",79401,3,4,7,2011-07-22,2,51,1493,18
1052,98,14,312,116,0,"Jailbreak iOS 4.3.5 for iPhone 3GS & 4, iPod touch 3G & 4G and iPad",59927,22,5,7,2011-07-23,1,67,1031,21
1051,20,2,172,119,0,How To Make Videos: Syncing External Audio to Video,4816,21,0,7,2011-07-25,2,51,285,14
1050,78,5,500,65,0,D3Live: Are Portable Consoles Dying?,3191,20,2,7,2011-07-27,2,36,216,13
1049,122,13,1043,218,0,How To Stay Virus Free,9329,23,5,7,2011-07-30,3,22,1105,25
1048,89,16,158,207,0,iPhone 5 Overview,24365,20,0,8,2011-08-01,2,17,437,15
1047,18,5,327,75,0,How To Make Videos: Color Correction,6981,21,1,8,2011-08-02,1,36,426,26
1046,388,100,94,640,0,How To Install Minecraft Mods,119716,19,2,8,2011-08-03,1,29,386,24
1045,21,11,350,49,0,D3Live: Motorola KORE,2963,18,3,8,2011-08-04,1,21,359,16
1044,155,58,133,1160,0,Logitech C310 HD Webcam Review,147300,1,6,8,2011-08-07,3,30,416,23
1043,121,21,189,408,0,How To Recover Deleted Files,69833,21,0,8,2011-08-08,1,28,330,25
1042,223,251,97,188,0,Counter-Strike: Global Offensive First Look,33364,20,2,8,2011-08-10,2,43,515,31
1041,102,3,437,84,0,D3Live: Perfect Video Game Console?,3625,18,4,8,2011-08-12,2,35,211,19
1040,59,13,183,77,0,"Grid 4, Grid 10 and Grid OS Overview",17512,23,5,8,2011-08-13,1,36,1083,22
1039,118,38,112,289,0,PSP E1000 and PlayStation 3 Price Cut!,60879,20,0,8,2011-08-15,2,38,655,23
1038,96,4,123,84,0,webOS is Dead,5880,20,1,8,2011-08-16,1,13,193,15
1037,179,19,139,117,0,HP TouchPad for $99!,44000,20,3,8,2011-08-18,2,20,248,18
1036,67,3,534,66,0,D3Live: Google Buys Motorola & Future of HP,2770,14,5,8,2011-08-20,2,43,172,13
1035,44,7,112,156,0,Firefox 6 vs Firefox 7 vs Firefox 8,15350,1,6,8,2011-08-21,1,35,231,21
1034,67,12,125,110,0,Steve Jobs Steps Down As Apple CEO,11539,20,1,8,2011-08-23,2,34,128,13
1033,56,25,360,196,0,"Back to School: Best Laptops, eReaders and Tablets",27425,23,2,8,2011-08-24,1,50,1440,38
1032,35,5,422,59,0,D3Live: Galaxy Nexus,8335,21,3,8,2011-08-25,1,20,311,20
1031,604,225,151,3063,0,How To Use a Microphone Properly,282039,1,6,8,2011-08-28,3,32,339,17
1030,113,27,356,538,0,YouTube Tips: Best Cameras and Camcorders,53673,22,6,8,2011-08-28,0,41,395,26
1029,35,5,197,121,0,Jailbreak and Install Preware on the HP TouchPad,10274,18,1,8,2011-08-30,2,48,343,16
1028,20,7,392,39,0,D3Live: Amazon Kindle Tablet,3936,19,4,9,2011-09-02,3,28,252,14
1027,94,8,367,183,0,What's On My Computer,10660,0,6,9,2011-09-04,2,21,560,26
1026,92,39,369,345,0,Blue Yeti Review,18558,21,0,9,2011-09-05,1,16,324,19
1025,296,13,175,548,0,Build a Gaming PC for Under $900 (September 2011),36201,22,1,9,2011-09-06,1,49,853,17
1024,57,26,266,196,0,iPhone 5 Rumors with AppChat,5908,21,3,9,2011-09-08,2,28,256,14
1023,74,65,466,218,0,D3Live: Minecraft 1.8 Tour,7842,1,5,9,2011-09-10,2,26,251,17
1022,70,16,382,187,0,Windows 8 Unveiled,20330,23,5,9,2011-09-10,0,18,1145,22
1021,380,27,279,979,0,How to Install Windows 8 on Mac and PC,140868,20,1,9,2011-09-13,3,38,493,24
1020,52,4,199,109,0,Windows 8 Hands On,10115,2,2,9,2011-09-14,1,18,188,16
1019,285,88,344,320,0,Windows 8: Metro UI,107230,3,2,9,2011-09-14,0,19,320,19
1018,44,12,149,95,0,Windows 8: Internet Explorer 10,22633,5,2,9,2011-09-14,0,31,317,16
1017,87,14,212,142,0,Windows 8: Boot Test and Performance,32404,5,2,9,2011-09-14,0,36,329,24
1016,59,7,227,175,0,Sony Ericsson Xperia Play 4G Unboxing,22795,21,2,9,2011-09-14,0,37,311,16
1015,106,90,127,1584,0,Nikon 50mm 1.8G Review,273155,20,3,9,2011-09-15,1,22,514,24
1014,14,1,210,54,0,D3Live: Windows 8,2812,19,4,9,2011-09-16,1,17,252,18
1013,307,51,346,1258,0,Gaming on the Xperia Play 4G,194518,17,6,9,2011-09-18,2,28,372,29
1012,253,203,180,501,0,iPod touch 5G Rumor Overview,183098,22,0,9,2011-09-19,1,28,250,14
1011,285,31,391,1027,0,Best YouTube Camcorder? Kodak PlayTouch vs Sony Bloggie Touch,90490,19,1,9,2011-09-20,1,61,827,35
1010,537,51,84,1802,0,This is duncan33303,93001,23,2,9,2011-09-21,1,19,261,14
1009,167,30,322,752,0,How To Make a 3D Intro: Corel MotionStudio 3D,78575,19,4,9,2011-09-23,2,45,301,24
1008,17,3,231,59,0,Make Themes on Your iPhone and iPod touch! CodeThemed Mobile 2.0,4875,20,6,9,2011-09-25,2,64,323,19
1007,85,11,513,263,0,Sony Ericsson Xperia Play 4G Review,30748,19,0,9,2011-09-26,1,35,613,28
1006,40,74,263,116,0,Kindle Fire and Kindle Touch Overview,28090,18,1,9,2011-09-27,1,37,1340,25
1005,47,15,644,90,0,iPhone 4S and iPhone 5 Predictions,12428,16,2,9,2011-09-28,1,34,377,20
1004,170,23,141,211,0,"Exit and Fix Recovery Mode Loop on iPhone, iPod touch and iPad",59220,23,2,9,2011-09-28,0,62,528,35
1003,33,4,123,62,0,iPhone 4S / 5 Event Update,6647,21,4,9,2011-09-30,2,26,468,16
1002,180,54,210,270,0,"Sprint iPhone 4S, iPod touch 5G and iPod nano 7G Official!",108439,23,0,10,2011-10-03,3,58,781,31
1000,181,21,267,386,0,iPhone 4S: AT&T vs Sprint vs Verizon Buyer's Guide,45394,23,1,10,2011-10-04,1,50,371,24
1001,63,8,504,71,0,iPhone 4S vs iPhone 4 Discussion,12382,19,1,10,2011-10-04,0,32,346,19
999,45,18,207,75,0,iPhone 5 Case Hands On,12029,21,2,10,2011-10-05,1,22,341,14
998,790,436,277,9219,0,How To Install a Desktop Hard Drive,858310,19,4,10,2011-10-07,2,35,349,25
997,58,3,648,178,0,Office Tour | 2011,7702,18,6,10,2011-10-09,2,18,168,12
996,50,4,384,91,0,"iOS 5 Demo: Notification Center, iMessage and Reminders",9881,19,0,10,2011-10-10,1,55,399,37
995,107,37,224,354,0,White iPhone 4S Unboxing! (Verizon),78968,17,2,10,2011-10-12,2,35,346,16
993,36,8,89,61,0,iPhone 4S 1080p Video Camera Quality Test,10684,20,4,10,2011-10-14,2,41,301,13
989,617,213,271,2024,0,iPhone 4S vs iPod touch 4G,575803,23,4,10,2011-10-14,0,26,482,25
990,35,17,75,118,0,iPhone 4S Death Grip?,27699,22,4,10,2011-10-14,0,21,223,14
994,410,194,273,2629,0,How to Set Up and Activate an iPhone 4S,766800,19,4,10,2011-10-14,0,39,304,23
992,67,8,207,247,0,Siri on the iPhone 4S,37340,21,4,10,2011-10-14,0,21,267,13
991,38,9,70,115,0,iPhone 4S Front Facing Camera Video Test,18655,22,4,10,2011-10-14,0,40,263,16
988,108,45,213,432,0,iMessages and FaceTime on the iPhone 4S,155537,17,5,10,2011-10-15,1,39,361,19
987,152,33,354,507,0,Gaming on the iPhone 4S,195117,23,5,10,2011-10-15,0,23,269,14
986,41,6,136,134,0,Samsung Galaxy Nexus and Android 4.0 Official!,8978,21,6,10,2011-10-16,1,46,912,14
985,136,31,201,842,0,iPhone 4S Review,60200,4,2,10,2011-10-19,3,16,349,18
984,74,11,183,130,0,"iOS 5.0 Semi Untethered Jailbreak SemiTether for iPhone, iPod touch and iPad",14419,17,3,10,2011-10-20,1,76,284,22
983,37,10,99,118,0,Steve Jobs Biography,7379,20,6,10,2011-10-23,3,20,260,19
982,29,3,96,69,0,Nokia Lumia 710 & Lumia 800 First Look,7093,20,1,10,2011-10-25,2,38,786,22
981,225,46,118,609,0,Browser Test: Chrome 15 vs Firefox 7 vs Internet Explorer 9 vs Opera 11.52 vs Safari 5.1,77231,17,2,10,2011-10-26,1,88,922,29
980,79,19,75,228,0,"MacBook Air 11"" Unboxing (2011)",13005,20,3,10,2011-10-27,1,31,168,17
979,171,71,282,770,0,GarageBand for iPhone and iPod touch,244299,20,6,10,2011-10-30,3,36,423,24
978,43,4,98,68,0,HTC Rezound First Look,5818,21,1,11,2011-11-01,2,22,727,25
977,98,61,133,354,0,"State of Jailbreak: iOS 5.0.1, iPhone 4S and iPad 2",139782,21,3,11,2011-11-03,2,51,932,26
976,50,28,65,84,0,iOS 5.0.1 Jailbroken OTA Update,19535,20,6,11,2011-11-06,3,31,308,18
975,50,12,146,88,0,"Galaxy Nexus, HTC Ville, LG U1: Ice Cream Sandwich",12199,18,4,11,2011-11-11,5,50,705,24
974,80,14,92,208,0,Make Chrome Faster and More Secure,15875,22,5,11,2011-11-12,1,34,350,22
973,72,28,102,207,0,How To Get SBSettings Toggles Without a Jailbreak,60979,20,6,11,2011-11-13,1,49,424,26
972,38,10,73,78,0,Kindle Fire Overview,6780,20,0,11,2011-11-14,1,20,277,14
971,94,27,178,470,0,"How To Load Music, Books and Video on the Kindle Fire",87527,23,1,11,2011-11-15,1,53,245,22
968,344,102,222,817,0,Minecraft: Pocket Edition for iPhone and iPod touch Review,246498,23,2,11,2011-11-16,1,58,252,24
970,19,4,354,80,0,Kindle Fire Software Tour,4854,18,2,11,2011-11-16,0,25,281,22
969,40,13,226,77,0,New Google Music and Store!,5347,20,2,11,2011-11-16,0,27,566,19
967,111,11,240,134,0,NEW YouTube 2011 Redesign,6282,18,3,11,2011-11-17,1,25,128,14
966,234,45,291,1921,0,"MacBook Air 11"" Review (2011)",183760,1,4,11,2011-11-18,1,29,339,37
965,66,19,130,199,0,State of Jailbreak: iOS 5.0.2 / 5.1,44245,18,5,11,2011-11-19,1,35,544,27
964,75,11,231,331,0,Kindle Fire Review,17245,23,6,11,2011-11-20,1,18,418,34
963,85,63,91,422,0,What's On My iPhone 4S,69348,21,0,11,2011-11-21,1,22,230,19
962,70,20,369,190,0,Boxwave Keyboard Buddy for iPhone 4 / 4S Review,39419,21,2,11,2011-11-23,2,47,467,19
961,36,2,106,93,0,Must Have Mac Apps: Cinch,5374,20,4,11,2011-11-25,2,25,266,20
960,34,6,189,100,0,Help Create Jailbreaks! CDev Crash Reporter,4133,19,5,11,2011-11-26,1,43,252,17
959,35,19,119,125,0,State of Jailbreak: iPhone 4S Unlock and greenpois0n,12619,19,6,11,2011-11-27,1,52,243,19
958,350,20,160,645,0,Build a Gaming PC for Under $550 (November 2011),48306,22,6,11,2011-11-27,0,48,840,20
957,21,5,202,67,0,PocketCast Review: Best iPhone Podcast App?,5431,21,1,11,2011-11-29,2,43,283,18
956,46,19,213,93,0,Infinity Blade 2 Review,8096,21,2,11,2011-11-30,1,23,282,20
955,421,104,124,1126,0,"Call of Duty: Black Ops Zombies for iPhone, iPod touch and iPad Review",204835,7,3,12,2011-12-01,1,70,375,32
954,106,10,181,333,0,Behind the Scenes,10536,23,4,12,2011-12-02,1,17,351,10
953,81,7,258,184,0,iFaith 1.4 - Downgrade iOS 5.0 and Save SHSH,38722,18,5,12,2011-12-03,1,44,389,24
952,170,94,112,975,0,Gaming with Google Chrome,92266,21,0,12,2011-12-05,2,25,602,20
951,51,16,162,261,0,Batman: Arkham City Lockdown Review,30276,19,2,12,2011-12-07,2,35,734,26
950,69,29,125,266,0,State of Jailbreak: Untethered iOS 5.0 & 5.0.1,35506,18,3,12,2011-12-08,1,46,772,24
949,65,35,354,152,0,SwitchEasy Eclipse for iPhone 4 / 4S Review,11365,2,5,12,2011-12-10,2,43,208,16
948,86,16,283,260,0,Holiday 2011: Best iPhone Gifts,13559,22,6,12,2011-12-11,1,31,136,24
947,139,25,160,430,0,"Review: Grand Theft Auto 3 for iPhone, iPod touch and iPad",49180,19,1,12,2011-12-13,2,58,378,28
946,29,6,267,111,0,Holiday 2011: Best Tablet Gifts,4535,16,3,12,2011-12-15,2,31,144,19
945,43,6,181,77,0,Quickpick: Custom Shortcuts for Notification Center,5437,18,5,12,2011-12-17,2,51,418,21
944,110,25,168,287,0,Best iPhone Apps of 2011,34859,0,0,12,2011-12-19,2,24,382,31
943,116,25,173,531,0,Why Does Battery Life Suck?,12537,22,1,12,2011-12-20,1,27,388,25
942,51,17,95,260,0,Action Movie FX for iPhone Review,11283,23,3,12,2011-12-22,2,33,159,14
941,39,17,96,109,0,"How to Set Up and Activate an iPhone, iPod touch or iPad",18242,23,4,12,2011-12-23,1,56,546,44
940,106,8,80,134,0,"Untethered iOS 5.0.1 Jailbreak Corona iPhone 3GS & 4, iPod touch 3G & 4G and iPad",17109,18,0,12,2011-12-26,3,81,283,26
939,121,11,498,197,0,CES 2012: My Gear,9029,15,1,12,2011-12-27,1,17,346,24
938,81,16,212,123,0,PS Vita Overview,7886,20,3,12,2011-12-29,2,16,455,19
937,122,3,159,166,0,Austin Evans in 2011,12730,21,4,12,2011-12-30,1,20,131,7
936,231,73,212,1000,0,Ultrabooks: What Are They?,57156,18,5,12,2011-12-31,1,26,600,33
935,46,11,185,140,0,"Nokia Lumia 900, Nikon D4 and Google TV: CES 2012",7940,22,0,1,2012-01-02,2,49,628,22
934,37,11,52,106,0,AR.Drone 2.0 Hands On,21977,21,6,1,2012-01-08,6,21,367,18
933,43,3,46,92,0,"Gametel Controller for iPhone, iPod touch and Android Hands On",12622,3,0,1,2012-01-09,1,62,566,19
932,27,3,61,52,0,Intel Nikishki Transparent Touchpad Ultrabook Unveiled,2838,4,0,1,2012-01-09,0,54,360,13
931,25,9,168,62,0,Samsung Super OLED 55 inch Smart TV Announced,8994,20,0,1,2012-01-09,0,45,284,15
930,64,7,139,192,0,$250 Quad Core Tablet: Asus Eee Pad MeMO ME370T,13511,6,1,1,2012-01-10,1,47,145,17
929,28,1,64,50,0,HTC Titan 2 for AT&T LTE Unveiled,2482,7,1,1,2012-01-10,0,33,225,19
928,30,5,57,58,0,Nikon D4 Hands On,4234,7,1,1,2012-01-10,0,17,185,15
920,10,2,62,29,0,Intel Android Smartphone at CES 2012 Hands On,2970,23,2,1,2012-01-11,1,45,214,14
921,19,3,130,32,0,Motorola Droid 4 Hands On,4002,20,2,1,2012-01-11,0,25,186,16
922,95,22,114,206,0,Razer Blade Gaming Laptop Hands On,27455,19,2,1,2012-01-11,0,34,253,13
923,18,6,61,49,0,Nokia Lumia 900 for AT&T LTE Hands On,8831,18,2,1,2012-01-11,0,37,279,19
925,49,3,52,115,0,"Awesome LG 55"" OLED TV at CES 2012",11612,3,2,1,2012-01-11,0,34,223,12
927,18,1,90,46,0,Samsung Galaxy Tab 7.7 LTE Hands On,3190,2,2,1,2012-01-11,0,35,246,23
924,24,3,97,61,0,Samsung Series 5 Chromebook and Chromebox Hands On,10113,4,2,1,2012-01-11,0,50,295,17
926,23,1,96,65,0,Acer Iconia Tab A510 Hands On,5451,2,2,1,2012-01-11,0,29,162,20
919,51,10,213,80,0,Motorola Droid RAZR MAXX Hands On,49568,0,3,1,2012-01-12,1,33,382,23
918,38,4,58,52,0,Razer Project Fiona Gaming Tablet Hands On,7223,1,3,1,2012-01-12,0,42,224,18
917,277,36,164,385,0,Windows 8 Tablet Demo at CES 2012,140861,2,3,1,2012-01-12,0,33,276,20
916,76,9,95,163,0,Sony SmartWatch Hands On,103227,3,3,1,2012-01-12,0,24,385,16
915,23,4,59,30,0,Samsung Galaxy Player 3.6 Hands On,9561,18,3,1,2012-01-12,0,34,419,21
914,15,3,215,32,0,LG Spectrum Hands On,5333,19,3,1,2012-01-12,0,20,532,24
913,21,1,81,24,0,Samsung Galaxy Note for AT&T LTE Hands On,2787,20,3,1,2012-01-12,0,41,257,22
906,53,1,83,82,0,Fujitsu Quad Core Tegra 3 Smartphone Demo,13352,21,4,1,2012-01-13,1,41,295,24
907,58,13,61,103,0,Sony Tablet P for AT&T Hands On (and Drop Test),9134,20,4,1,2012-01-13,0,47,301,18
908,30,3,150,54,0,Canon EOS-1D X Hands On and Burst Rate,8209,19,4,1,2012-01-13,0,38,371,20
910,59,8,57,106,0,Samsung Transparent Smart Window at CES 2012,12400,2,4,1,2012-01-13,0,44,409,13
912,29,2,137,35,0,Canon PowerShot G1 X Hands On,14870,1,4,1,2012-01-13,0,29,348,26
909,44,6,143,43,0,Sony Walkman Z1000: Tegra 2 and Android 2.3 for $250,8908,18,4,1,2012-01-13,0,52,305,21
911,37,4,166,75,0,Sony Xperia Ion and Xperia S Hands On,18659,1,4,1,2012-01-13,0,37,274,19
905,17,4,285,48,0,"Blue Tiki, Spark Digital & Mikey Digital Hands On",5834,5,5,1,2012-01-14,1,49,836,25
904,33,8,164,97,0,Ubuntu TV at CES 2012,9688,18,5,1,2012-01-14,0,21,155,11
903,57,8,102,161,0,Wacom Cintiq 24HD Hands On,49886,21,5,1,2012-01-14,0,26,259,18
902,69,14,110,203,0,Speck CandyShell Grip for iPhone 4 / 4S Review,21907,22,5,1,2012-01-14,0,46,473,22
901,58,9,121,186,0,VoiceUtils: Open Apps Using Siri,63106,20,6,1,2012-01-22,8,32,351,13
900,119,27,249,527,0,Review: OnLive Console,28356,19,0,1,2012-01-23,1,22,558,24
899,90,27,160,184,0,iPad 3 Rumor Overview,18643,23,1,1,2012-01-24,1,21,214,21
898,130,46,82,411,0,Lingual: Use Siri to Translate,220715,21,2,1,2012-01-25,1,30,215,12
897,63,34,154,264,0,Steam Mobile for iPhone and Android,42339,4,3,1,2012-01-26,1,35,302,21
896,39,12,133,150,0,Gaming on Windows Phone 7,11987,19,4,1,2012-01-27,1,25,278,22
895,407,113,332,1340,0,Top 5 Best Cydia Jailbreak Tweaks (2012),321959,20,5,1,2012-01-28,1,40,243,25
894,76,15,425,262,0,Technology Patents: Why Everyone is Suing Everyone,8858,22,6,1,2012-01-29,1,50,288,16
893,82,7,235,229,0,CCleaner for Mac: Clean Up OS X,32691,23,1,1,2012-01-31,2,31,289,16
892,311,325,197,1081,0,Windows Phone 8 Leaked,231838,17,3,2,2012-02-02,2,22,544,27
891,143,60,152,770,0,Nikon D3100 - Tech I Like,94915,23,3,2,2012-02-02,0,25,422,31
890,681,152,318,2456,0,"Why You Should Jailbreak Your iPhone, iPad or iPod touch",331773,16,5,2,2012-02-04,2,56,202,23
889,1929,491,201,9882,0,Circle Pad Pro for 3DS Review,1050987,18,0,2,2012-02-06,2,29,597,33
888,104,46,309,796,0,Chrome Hidden Features,86252,16,2,2,2012-02-08,2,22,307,16
887,91,45,107,303,0,Battlefield 3: Aftershock for iPhone Review,46453,18,3,2,2012-02-09,1,43,316,17
886,330,53,251,1533,0,Audio-Technica ATH-M50 - Tech I Like,78440,18,4,2,2012-02-10,1,36,378,20
885,114,42,204,490,0,Face Unlock for iPhone: RecognizeMe 2.0,97932,18,5,2,2012-02-11,1,39,280,21
884,34,8,226,161,0,Firefox Hidden Features,10240,18,0,2,2012-02-13,2,23,303,14
883,358,117,407,1822,0,Unboxing: PS Vita 3G First Edition,197752,18,1,2,2012-02-14,1,34,460,15
