,comment_count,dislike_count,duration,like_count,view_count,days_after_last_video,title_length,description_length,tag_count,weekend,season_0,season_1,season_3,day_part_0,day_part_1,day_part_3,season_0,season_1,season_3,day_part_0,day_part_1,day_part_3,review,apple,google,samsung,tesla
233,155,12,254,183,22321,2,40,234,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
234,24,9,337,87,4667,5,21,103,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
235,34,27,208,241,30501,3,37,112,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
236,155,23,307,449,30698,2,29,479,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
237,25,8,337,76,5774,2,34,128,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
238,24,16,349,141,32238,4,37,423,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
239,37,6,116,61,16829,2,55,1283,56,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
240,32,10,329,112,10712,2,24,268,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
241,55,8,48,116,11173,2,25,254,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
242,15,6,184,48,3713,3,48,328,34,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
243,12,17,237,44,2491,2,27,404,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
244,26,4,203,94,5257,3,23,233,24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
245,66,15,173,135,9109,3,30,672,71,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
246,67,16,214,143,10964,6,34,283,11,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
247,129,18,250,504,25236,1,25,310,43,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
248,92,19,233,314,35306,19,38,310,43,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
249,53,14,214,145,11577,2,23,216,11,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
250,46,14,77,164,16554,3,35,198,12,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
251,10905,1028,199,54772,1771462,2,16,24,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
252,2326,74,471,10997,264511,2,29,136,28,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
253,39,8,151,71,5338,1,16,131,18,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
254,217,13,99,470,32927,3,5,55,17,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
255,88,15,171,372,52855,1,31,206,19,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
256,53,5,261,128,9999,3,28,60,16,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
257,39,10,154,96,7399,3,28,152,19,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
258,133,44,70,244,11541,1,40,257,21,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
259,266,95,192,923,41720,2,13,153,55,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
260,78,19,99,117,20040,12,26,68,27,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
261,34,13,176,105,8103,1,25,508,18,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
262,59,16,228,105,13554,3,42,324,28,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
263,46,10,167,148,12621,3,47,163,21,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
264,191,30,480,548,77078,3,35,52,16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
265,53,22,183,113,15732,1,24,99,16,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
266,72,27,345,190,8353,7,37,59,59,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
267,27,15,35,181,14780,5,18,39,6,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
268,77,11,298,138,9109,3,31,72,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
269,32,6,236,89,10754,1,40,91,24,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
270,58,8,259,186,18841,3,34,72,20,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
271,108,6,166,253,11925,8,37,342,27,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
272,22,9,168,83,7262,4,37,311,20,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
273,45,16,188,128,8974,4,29,66,26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
274,30,5,126,82,6480,5,23,156,23,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
275,41,21,252,201,25691,4,33,106,16,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
276,58,31,324,153,47945,6,21,1074,53,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
277,75,28,73,312,86492,5,26,109,26,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
278,220,62,200,649,151092,7,34,202,30,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
279,34,3,188,51,5163,5,33,105,25,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
280,26,7,160,102,9080,5,24,190,32,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
281,32,15,86,95,8481,19,16,274,18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
282,48,19,164,281,17394,7,21,68,64,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
283,51,29,64,111,14582,16,35,325,29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
284,30,6,47,70,8498,10,30,177,17,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
285,56,14,7,140,14090,23,15,104,16,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
286,1067,301,309,2518,509680,12,27,675,29,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
287,104,8,292,227,33174,3,43,516,31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
288,87,10,350,207,33653,9,29,128,24,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
289,113,44,282,296,66019,4,52,288,21,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
290,19,5,303,54,5787,7,35,205,24,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
291,210,91,228,617,188914,7,30,271,24,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
292,100,14,204,421,67883,9,40,100,34,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
293,76,6,398,140,18287,5,20,204,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
294,62,4,312,138,16350,3,24,288,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
295,31,8,123,115,4063,5,32,193,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
296,41,14,150,107,28737,5,39,305,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
297,32,9,178,203,42426,6,14,164,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
298,985,162,385,2212,320679,20,26,182,30,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
299,33,3,173,85,9406,3,32,306,22,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
300,16,6,268,71,5691,6,37,322,27,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
301,60,10,376,214,17160,2,26,263,18,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
302,17,3,264,61,3747,14,17,395,40,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
303,27,14,155,171,3723,5,44,322,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
304,28,3,249,140,14695,10,47,355,33,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
305,33,2,117,127,11661,8,38,360,33,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
306,19,6,221,54,5199,4,31,227,17,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
307,20,6,149,130,2850,3,43,369,41,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
308,15,3,142,103,3377,7,41,281,46,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
309,23,8,173,63,3277,4,24,186,23,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
310,20,8,208,128,10742,3,25,178,22,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
311,103,14,220,509,36842,2,28,376,46,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
312,68,4,267,204,19442,2,36,555,69,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
313,59,7,209,164,15837,10,34,498,45,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
314,238,10,81,681,48219,5,31,436,36,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
315,26,1,224,65,4021,5,27,261,33,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
316,181,41,88,984,90359,9,27,99,25,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
317,42,5,61,154,16645,4,28,122,7,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
318,127,22,247,1147,58027,4,23,225,28,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
319,577,84,277,2699,184953,4,18,229,30,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
320,68,19,162,310,36033,4,26,252,47,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
321,134,10,238,491,24280,5,37,264,35,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
322,68,15,93,275,47873,1,24,612,46,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
323,286,140,212,4339,208595,3,30,456,44,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
324,212,130,142,1246,62249,1,36,594,41,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
325,89,16,180,276,14586,3,24,312,46,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
326,48,13,452,160,13960,3,42,629,28,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
327,176,25,331,1358,87371,7,23,255,24,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
328,117,137,90,190,27919,3,28,292,37,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
329,217,32,116,2868,98268,4,16,480,8,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
330,97,17,250,838,33837,7,27,393,35,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
331,61,5,150,254,18817,2,34,730,18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
332,336,8,58,428,22439,3,21,275,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
333,72,14,151,268,31287,3,29,329,28,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
334,85,38,150,452,52845,1,33,188,42,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
335,1085,186,124,13092,279116,2,8,295,18,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
336,242,99,129,480,60147,7,29,250,10,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
337,152,14,124,412,37767,2,25,554,28,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
338,198,34,158,1238,75332,3,33,245,30,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
339,72,11,292,1050,51600,4,23,229,15,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
340,211,31,182,2483,106613,4,22,265,10,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
341,255,44,139,1246,44437,1,28,216,11,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
342,199,44,105,3722,66175,3,23,153,18,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
343,455,9,55,444,29851,195,19,244,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
344,3566,226,217,24474,899478,2,31,365,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
345,67,10,215,293,21594,3,34,231,44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
346,44,3,57,318,6623,1,24,241,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
347,1112,47,143,6724,114204,4,23,217,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
348,84,16,275,160,30313,2,37,462,37,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
349,197,29,262,2189,51582,2,24,184,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
350,114,14,220,1443,47775,4,34,181,21,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
351,29,59,93,174,25211,3,18,109,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
352,1679,87,153,4540,194302,2,15,170,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
353,89,12,110,597,15184,1,13,235,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
354,1773,83,167,5581,283012,3,26,421,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
355,132,44,273,798,57814,2,25,231,26,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
356,32,8,198,237,12295,3,27,205,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
357,517,84,315,2527,195472,2,50,409,22,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
358,103,97,45,858,85381,3,25,52,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
359,126,25,313,1552,31101,3,22,351,19,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
360,29,4,169,88,6781,4,29,192,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
361,1623,784,225,19034,558981,3,29,627,12,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
362,178,19,161,2137,39584,1,25,185,6,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
363,118,50,244,546,60856,4,22,385,21,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
364,1219,3,108,426,8161,3,51,326,12,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
365,280,73,319,2348,138507,5,23,244,25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
366,151,18,170,1592,39631,4,16,283,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
367,125,32,159,1706,39994,8,25,321,23,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
368,28,4,201,119,5041,4,23,228,19,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
369,153,15,288,627,20494,5,17,288,21,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
370,115,7,121,597,19817,4,16,538,13,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
371,239,21,259,950,37155,4,43,323,34,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
372,210,32,310,1531,35965,2,38,314,34,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
373,223,12,235,1395,57414,5,34,404,36,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
374,202,11,271,1457,61031,5,26,329,38,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375,139,15,159,593,21073,5,36,600,19,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
376,1190,239,182,24003,645811,2,20,622,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
377,54,14,168,497,51480,6,32,306,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
378,177,10,162,868,25391,2,18,405,23,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
379,160,11,259,693,37098,3,41,542,20,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
380,282,31,290,1617,65883,3,16,389,14,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
381,229,19,291,1141,60277,2,39,387,18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
382,271,169,252,3094,216666,3,42,352,28,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
383,391,139,329,2831,191398,3,30,678,18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
384,577,25,264,2780,124029,1,19,375,21,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
385,691,207,180,11745,610978,0,39,531,34,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
386,451,32,381,3582,113540,2,30,346,33,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
387,549,121,278,5794,184227,1,17,378,33,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
388,723,100,237,4451,364342,5,20,232,17,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
389,1769,221,487,9180,383016,5,29,375,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
390,165,30,266,1081,49914,4,24,233,26,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
391,476,110,233,9235,480884,3,39,625,48,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
392,7083,1563,300,103343,2242183,2,36,310,27,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
393,352,23,343,2253,63446,2,28,334,25,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
394,402,70,166,8404,356801,2,39,325,39,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
395,212,49,186,1359,77573,2,21,467,12,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
396,629,85,294,7641,193485,2,25,240,26,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
397,159,24,229,2006,33189,2,23,171,15,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
398,1292,165,399,11937,643705,3,47,590,59,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
399,410,34,254,2187,123846,3,25,341,18,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
400,406,17,201,1759,106961,5,22,226,13,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
401,2971,1178,189,26178,1542385,5,36,247,33,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
402,140,15,85,495,16399,4,24,320,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
403,942,91,388,6832,243094,3,28,268,32,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
404,559,74,206,4819,272611,2,29,413,12,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
405,1086,90,294,4330,129268,4,36,240,14,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
406,1221,240,228,4824,390188,4,32,287,18,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
407,344,75,167,1226,64651,5,30,190,13,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
408,150,18,169,615,24987,3,38,756,23,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
409,1388,123,387,7758,444582,3,28,627,26,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
410,3624,681,289,26636,736889,2,11,286,18,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
411,1308,145,353,9042,335572,3,24,313,23,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
412,293,34,332,2337,58182,4,41,310,26,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
413,885,143,218,7244,158660,8,39,1003,29,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
414,840,72,322,5431,335884,2,17,305,37,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
415,1468,459,322,13169,558676,3,21,590,27,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
416,550,70,487,2966,220508,6,21,439,35,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
417,502,54,275,2510,86753,3,29,619,21,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
418,434,37,165,2579,137551,6,35,419,24,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
419,1920,546,259,21184,811896,5,22,268,37,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
420,298,45,215,1421,22313,1,31,634,23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
421,3322,411,320,25297,1063484,4,17,297,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
422,352,32,200,1680,68428,5,32,288,27,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
423,2110,144,529,7872,474522,4,27,374,34,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
424,368,19,455,1759,39052,6,31,763,36,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
425,1807,431,607,14254,1039171,4,37,527,30,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
426,2317,203,419,11339,564515,8,28,1086,32,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
427,911,75,273,3399,93104,11,37,414,19,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
428,725,47,252,4128,75081,2,26,513,26,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
429,400,25,318,1760,66419,3,37,439,22,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
430,1986,798,355,16274,1438857,6,26,477,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
431,1131,48,426,5706,178804,7,22,392,40,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
432,4591,482,293,24581,897315,5,24,335,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
433,814,28,164,2097,71221,3,17,260,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
434,1927,957,240,11066,345911,7,24,322,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
435,553,37,345,2784,80836,2,29,574,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
436,1372,125,439,7149,510757,0,40,455,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
437,817,53,385,3040,63129,3,28,877,18,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
438,585,44,257,3357,151153,17,26,596,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
439,234,54,197,2961,73092,5,28,683,33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
440,1504,111,263,6507,163219,3,36,631,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
441,1402,170,1380,8999,386554,5,20,1739,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
442,507,67,204,1689,96907,7,30,280,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
443,946,677,328,5702,157354,3,33,324,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
444,397,34,280,1737,56637,9,40,311,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
445,460,29,240,2588,50029,6,16,479,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
446,702,49,360,4156,68330,5,35,388,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
447,9656,1383,634,54633,4603299,2,29,393,30,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
448,3302,315,350,17597,1149746,12,35,417,26,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
449,1222,28,231,3452,96115,3,34,365,24,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
450,466,58,304,2904,85059,5,29,616,25,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
451,498,51,233,3461,165079,4,31,320,23,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
452,1922,72,383,7608,140462,4,32,390,19,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
453,392,30,176,3412,61663,2,29,531,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
454,2132,268,348,12187,493316,4,23,615,11,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
455,1658,253,516,16893,556706,3,37,505,29,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
456,1090,61,303,4598,171925,4,38,438,27,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
457,394,38,247,2253,144347,6,41,281,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
458,897,43,265,5718,141761,4,37,444,16,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
459,1042,125,354,7861,203927,1,21,332,21,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
460,2781,201,576,16148,849137,2,22,585,23,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
461,1308,151,578,6738,401631,4,37,567,10,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
462,946,78,424,5171,272310,10,23,461,17,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
463,974,51,264,5518,75036,5,32,481,13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
464,1479,247,257,13658,793827,2,34,465,17,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
465,296,48,259,2090,36180,4,31,1029,15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
466,1449,85,440,4245,125119,1,21,809,18,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
467,1938,156,251,12500,650854,2,32,383,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
468,997,121,506,5777,262940,5,32,837,26,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
469,818,103,317,3997,205021,2,29,349,35,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
470,1177,253,320,15213,517519,4,28,542,21,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
471,1682,133,326,7561,369927,3,33,449,28,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
472,536,65,243,3965,96657,2,34,375,20,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
